og_species,og_family,og_longevity,SE_long,Quality,Site,Lat,Lon,alt_m,Habitat,reference,Exotic,self_incom,Nectar,notes,longev_univisit,long_unv_SE,Duration,sources,mean_long_days,og_species_patch,pollination,sym_RS_scored,Accepted_name,Accepted_name_rank,Accepted_family,Accepted_genus,sym_genus,sym_family,sym_species
Isoplexis.canariensis,Plantaginaceae,13.7,0.29816512,3,"Anaga, Tenerife (Spain)",28.54166667,16.23333333,618 to 750,Laurel forest,Ollerton et al. (2009). Naturwissensch. 96: 221-232.,NA,SC Xen,1,NA,NA,NA,NA,marcoshighquality,13.7,Isoplexis canariensis,NA,NA,Digitalis canariensis,species,Plantaginaceae,Digitalis,zygomorphic,actinomorphic zygomorphic,NA
Jacquinia.arborea,Primulaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Jacquinia arborea,NA,NA,Jacquinia arborea,species,Primulaceae,Jacquinia,actinomorphic,actinomorphic zygomorphic,actinomorphic
Jatropha.curcas,Euphorbiaceae,2.3,0.11,3,"Yucatán, Quintana Roo (Mexico)",21.29916667,-87.27527778,NA,Secondary tropical rain forest,Hernández-Ramírez (2019). Plant Ecol. 220: 433-440.,Dom.,Partial SC Xen,1,M species. Data for male flowers.,NA,NA,NA,marcoshighquality marcoshighquality,2.3,Jatropha curcas,NA,NA,Jatropha curcas,species,Euphorbiaceae,Jatropha,actinomorphic,actinomorphic zygomorphic,actinomorphic
Jatropha.curcas,Euphorbiaceae,5.6,0.15,3,NA,NA,NA,NA,NA,Hernández-Ramírez (2019). Plant Ecol. 220: 433-440.,NA,NA,0,M species. Data for female flowers.,NA,NA,NA,marcoshighquality marcoshighquality,5.6,Jatropha curcas,NA,NA,Jatropha curcas,species,Euphorbiaceae,Jatropha,actinomorphic,actinomorphic zygomorphic,actinomorphic
Justicia.aurea,Acanthaceae,2,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Justicia aurea,NA,NA,Justicia aurea,species,Acanthaceae,Justicia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Justicia.oerstedii,Acanthaceae,2,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Justicia oerstedii,NA,NA,Dianthera glabra,species,Acanthaceae,Dianthera,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Kalanchöe-daigremontiana,Crassulaceae,6 to 7,NA,NA,Colinas de Bello Monte (Venezuela),10.5,-66.88333333,1100,Secondary tropical dry forest,Grases & Ramírez (1998). Rev. Biol. Trop. 46: 1095-1108.,1,SI,1,Oct-Feb.,NA,NA,NA,marcoshighquality,6.5,Kalanchoe daigremontiana,NA,NA,Kalanchoe daigremontiana,species,Crassulaceae,Kalanchoe,actinomorphic,actinomorphic zygomorphic,actinomorphic
Kalanchöe-pinnata,Crassulaceae,6,NA,NA,Colinas de Bello Monte (Venezuela),10.5,-66.88333333,1100,Secondary tropical dry forest,Grases & Ramírez (1998). Rev. Biol. Trop. 46: 1095-1108.,1,SI,1,Dec-Feb.,NA,NA,NA,marcoshighquality,6,Kalanchoe pinnata,NA,NA,Kalanchoe pinnata,species,Crassulaceae,Kalanchoe,actinomorphic,actinomorphic zygomorphic,actinomorphic
Kalmia.angustifolia,Ericaceae,3,NA,1,"Great Swamp, Rhode Island (USA)",41.48333333,-71.53333333,NA,Marsh,Rathcke (1988). J. Ecol. 76: 975-994.,NA,SC Out,NA,Jun. Median value provided (mode = 4).,5,NA,NA,marcoshighquality,3,Kalmia angustifolia,NA,NA,Kalmia angustifolia,species,Ericaceae,Kalmia,actinomorphic,actinomorphic zygomorphic,actinomorphic
Kalmia.latifolia,Ericaceae,2,NA,1,"Great Swamp, Rhode Island (USA)",41.48333333,-71.53333333,NA,Marsh,Rathcke (1988). J. Ecol. 76: 975-994.,NA,SC Out,NA,"Jun. Median value provided (mode = 2 for natural pollinated, 8 for unpollinated flowers).",8,NA,NA,marcoshighquality,2,Kalmia latifolia,NA,NA,Kalmia latifolia,species,Ericaceae,Kalmia,actinomorphic,actinomorphic zygomorphic,NA
Kielmeyera.coriacea,Calophyllaceae,1,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,0,NA,NA,NA,NA,marcoshighquality marcoscommunity,1,Kielmeyera coriacea,NA,NA,Kielmeyera coriacea,species,Calophyllaceae,Kielmeyera,NA,actinomorphic,actinomorphic
Kielmeyera.speciosa,Calophyllaceae,1 or 2,NA,0,"Brasilia Botanical Garden, Federal Capital (Brazil)",-15.86666667,-47.85,1025 to 1150,Cerrado,Oliveira & Gibbs (2000). Flora 195: 311-329.,NA,SI,0,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.5,Kielmeyera speciosa,NA,NA,Kielmeyera speciosa,species,Calophyllaceae,Kielmeyera,NA,actinomorphic,actinomorphic
Kigelia.africana,Bignoniaceae,0.75,NA,1,Ndumo (South Africa),-26.94,32.24,NA,River bank,Newman et al. (2021). Biotropica 53: 477-486.,NA,SI,1,Aug-early Oct.,NA,NA,"Open at night, last to the morning or afternoon",marcoshighquality,0.75,Kigelia africana,NA,NA,Kigelia africana,species,Bignoniaceae,Kigelia,zygomorphic,actinomorphic zygomorphic,zygomorphic
Koelreuteria.elegans.ssp.formosana,Sapindaceae,2,NA,NA,Corrientes (Argentina),-27.48333333,-58.81666667,NA,City,Avalos et al. (2019). Aust. J. Bot. 67: 149-158.,1,NA,NA,M species. Data are valid for both sexes.,NA,NA,NA,marcoshighquality,2,Koelreuteria elegans ssp formosana,NA,NA,Koelreuteria elegans subsp. formosana,subspecies,Sapindaceae,Koelreuteria,zygomorphic,actinomorphic zygomorphic,NA
Kohleria.strigosa,Gesneriaceae,6.7,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,6.7,Kohleria strigosa,NA,NA,Moussonia strigosa,species,Gesneriaceae,Moussonia,zygomorphic,actinomorphic zygomorphic,NA
Laguncularia.racemosa,Combretaceae,2,NA,NA,Florida (USA),NA,NA,0,Mangrove,Landry & Rathcke (2007). New Phytol. 176: 891-901.,NA,NA,NA,Ad species. Data for hermaphrodites.,NA,NA,NA,marcoshighquality marcoshighquality,2,Laguncularia racemosa,NA,NA,Laguncularia racemosa,species,Combretaceae,Laguncularia,actinomorphic,actinomorphic zygomorphic,actinomorphic
Laguncularia.racemosa,Combretaceae,1,NA,NA,NA,NA,NA,NA,NA,Landry & Rathcke (2007). New Phytol. 176: 891-901.,NA,NA,NA,Ad species. Data for males.,NA,NA,NA,marcoshighquality marcoshighquality,1,Laguncularia racemosa,NA,NA,Laguncularia racemosa,species,Combretaceae,Laguncularia,actinomorphic,actinomorphic zygomorphic,actinomorphic
Lamiastrum.galeobdolon,Lamiaceae,3.3,NA,NA,Belgrade area (Serbia),NA,NA,NA,Temperate forest,Macukanovic-Jocic et al. (2004). Acta Veterinaria 54: 475-487.,NA,NA,1,Apr-Jun.,NA,NA,NA,marcoshighquality,3.3,Lamiastrum galeobdolon,NA,NA,Lamium galeobdolon,species,Lamiaceae,Lamium,zygomorphic,actinomorphic zygomorphic,zygomorphic
Lamium.amplexicaule,Lamiaceae,2.2,0.11,3,Daphni (Greece),NA,NA,135 to 215,Mediterranean scrubland,Petanidou & Vokou (1993). Amer. J. Bot. 80: 892-899.,NA,NA,1,NA,NA,NA,NA,marcoshighquality,2.2,Lamium amplexicaule,NA,NA,Lamium amplexicaule,species,Lamiaceae,Lamium,zygomorphic,actinomorphic zygomorphic,zygomorphic
Lamium.maculatum,Lamiaceae,2.8,NA,NA,Belgrade area (Serbia),NA,NA,NA,Temperate forest,Macukanovic-Jocic et al. (2004). Acta Veterinaria 54: 475-487.,NA,NA,1,Apr-Jun.,NA,NA,NA,marcoshighquality,2.8,Lamium maculatum,NA,NA,Lamium maculatum,species,Lamiaceae,Lamium,zygomorphic,actinomorphic zygomorphic,zygomorphic
Lantana.camara,Verbenaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Lantana camara,NA,NA,Lantana camara,species,Verbenaceae,Lantana,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Lantana.involucrata,Verbenaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Lantana involucrata,NA,NA,Lantana involucrata,species,Verbenaceae,Lantana,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Lapageria.rosea,Philesiaceae,12,NA,1,Two sites close to Valdivia (Chile),-39.8,-73.23333333,NA,Shrubland,Humaña & Riveros (1994). Gayana Bot. 51: 49-55.,NA,SC Xen,1,Mar-Jun.,NA,NA,NA,marcoshighquality,12,Lapageria rosea,NA,NA,Lapageria rosea,species,Philesiaceae,Lapageria,actinomorphic,actinomorphic,actinomorphic
Lathyrus.cicera,Fabaceae,4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4,Lathyrus cicera,NA,NA,Lathyrus cicera,species,Fabaceae,Lathyrus,zygomorphic,actinomorphic zygomorphic,zygomorphic
Laurus.azorica,Lauraceae,4.7,NA,NA,"Garajonay NP, Canary Islands (Spain)",28.38333333,-17.55,NA,Laurisilva forest,Forfang & Olesen (1998). Plant Syst. Evol. 212: 143-157.,NA,NA,1,Mar-May. D species. Data for males.,NA,NA,NA,marcoshighquality marcoshighquality,4.7,Laurus azorica,NA,NA,Laurus azorica,species,Lauraceae,Laurus,actinomorphic,actinomorphic,actinomorphic
Laurus.azorica,Lauraceae,4.3,NA,NA,NA,NA,NA,NA,NA,Forfang & Olesen (1998). Plant Syst. Evol. 212: 143-157.,NA,NA,1,Mar-May. D species. Data for females.,NA,NA,NA,marcoshighquality marcoshighquality,4.3,Laurus azorica,NA,NA,Laurus azorica,species,Lauraceae,Laurus,actinomorphic,actinomorphic,actinomorphic
Lavandula.pedunculata.subsp.sampaiana,Lamiaceae,5.2,NA,NA,Sevilla (Spain),NA,NA,NA,Experimental garden,Devesa et al. (1985). Anales Jard. Bot. Madrid 42: 165-186.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,5.2,Lavandula pedunculata subsp sampaiana,NA,NA,Lavandula pedunculata subsp. sampaiana,subspecies,Lamiaceae,Lavandula,zygomorphic,actinomorphic zygomorphic,NA
Lavandula.stoechas.subsp.luisieri,Lamiaceae,4.09,NA,NA,Sevilla (Spain),NA,NA,NA,Experimental garden,Devesa et al. (1985). Anales Jard. Bot. Madrid 42: 165-186.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,4.09,Lavandula stoechas subsp luisieri,NA,NA,Lavandula stoechas subsp. luisieri,subspecies,Lamiaceae,Lavandula,zygomorphic,actinomorphic zygomorphic,NA
Lavandula.stoechas.subsp.stoechas,Lamiaceae,4.05,NA,NA,Sevilla (Spain),NA,NA,NA,Experimental garden,Devesa et al. (1985). Anales Jard. Bot. Madrid 42: 165-186.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,4.05,Lavandula stoechas subsp stoechas,NA,NA,Lavandula stoechas subsp. stoechas,subspecies,Lamiaceae,Lavandula,zygomorphic,actinomorphic zygomorphic,NA
Leonotis.nepetifolia,Lamiaceae,1.5,NA,0,"Barranca de Metztitlán, Hidalgo (Mexico)",20.5069,-98.7136,1293,NA,Díaz-Segura et al. (2020). Pl. Sp. Biol. 35: 270-282.,1,SC,1,Jun-Dec.,NA,NA,Open at dawn (07:00),marcoshighquality,1.5,Leonotis nepetifolia,NA,NA,Leonotis nepetifolia,species,Lamiaceae,Leonotis,zygomorphic,actinomorphic zygomorphic,zygomorphic
Lilium.philadelphicum,Liliaceae,9.8,0.401,2,"Isle Royale NP, Michigan (USA)",48.16666667,-88.5,NA,Grassland,Edwards & Jordan (1992). Amer. J. Bot. 79: 144-148.,NA,SI,0,late Jun-early Jul.,9,0.365,Flowers do not reclose.,marcoshighquality,9.8,Lilium philadelphicum,NA,NA,Lilium philadelphicum,species,Liliaceae,Lilium,actinomorphic,actinomorphic,actinomorphic
Linaria.alpina,Scrophulariaceae,6.8,0.4,3,Mt. Olympos (Greece)-1993,40.06666667,22.45,2600 to 2750,Alpine scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jun-Jul.,NA,NA,NA,marcoshighquality marcoscommunity,6.8,Linaria alpina,NA,NA,Linaria alpina,species,Plantaginaceae,Linaria,zygomorphic,actinomorphic zygomorphic,NA
Linaria.peloponesica,Scrophulariaceae,6.4,0.6,3,Mt. Olympos (Greece)-1993,40.06666667,22.45,2600 to 2750,Alpine meadow/scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jul.,NA,NA,NA,marcoshighquality marcoscommunity,6.4,Linaria peloponesica,NA,NA,Linaria peloponnesiaca,species,Plantaginaceae,Linaria,zygomorphic,actinomorphic zygomorphic,NA
Linum.hirsutum,Linaceae,4.6,0.4,3,Mt. Olympos (Greece)-1993,40.06666667,22.45,2600 to 2750,Alpine scree,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jun.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity marcoscommunity,4.6,Linum hirsutum,NA,NA,Linum hirsutum,species,Linaceae,Linum,actinomorphic,actinomorphic,actinomorphic
Linum.hirsutum,Linaceae,2.8,0.4,3,Mt. Olympos (Greece)-1994,NA,NA,NA,NA,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jun.,NA,NA,NA,marcoshighquality marcoshighquality marcoscommunity marcoscommunity,2.8,Linum hirsutum,NA,NA,Linum hirsutum,species,Linaceae,Linum,actinomorphic,actinomorphic,actinomorphic
Linum.strictum,Linaceae,4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4,Linum strictum,NA,NA,Linum strictum,species,Linaceae,Linum,actinomorphic,actinomorphic,actinomorphic
Lippia.nodiflora(=Phyla.nodiflora),Verbenaceae,1+,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,1,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Phyla nodiflora,NA,NA,Phyla nodiflora,species,Verbenaceae,Phyla,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lippia.nodiflora(=Phyla.nodiflora),Verbenaceae,< 12 h,NA,0,"Lake Texoma, University of Oklahoma Research Station, Oklahoma (USA)",NA,NA,NA,Sandy beach,Estes & Brown (1973). Amer. J. Bot. 60: 228-230.,NA,SC,1,As Phyla incisa.,NA,NA,Colour change after anthesis,marcoshighquality,0.5,Phyla nodiflora,NA,NA,Phyla nodiflora,species,Verbenaceae,Phyla,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lloydia.oxycarpa,Liliaceae,4.25,0.12,NA,"Lijiang Alpine Botanical Garden, Yunnan (China)",27.00472222,100.1847222,3246,Botanical garden,Niu et al. (2017). Plant Divers. 39: 187-193.,NA,NA,NA,Sex-labile species. Data for hermaphrodites.,NA,NA,NA,marcoshighquality marcoshighquality,4.25,Lloydia oxycarpa,NA,NA,Gagea oxycarpa,species,Liliaceae,Gagea,actinomorphic,actinomorphic,actinomorphic
Lloydia.oxycarpa,Liliaceae,4.64,0.14,NA,NA,NA,NA,NA,NA,Niu et al. (2017). Plant Divers. 39: 187-193.,NA,NA,NA,Sex-labile species. Data for males.,NA,NA,NA,marcoshighquality marcoshighquality,4.64,Lloydia oxycarpa,NA,NA,Gagea oxycarpa,species,Liliaceae,Gagea,actinomorphic,actinomorphic,actinomorphic
Lobelia.cardinalis,Campanulaceae,8.3,0.134538317,2,"5 km E from Alan Seger NM, Pennsylvania (USA)",NA,NA,NA,"Deciduous forest, 1980",Devlin & Stephenson (1985). Amer. J. Bot. 72: 303-310.,NA,SC,1,Aug-Sep.,NA,NA,NA,marcoshighquality marcoshighquality,8.3,Lobelia cardinalis,NA,NA,Lobelia cardinalis,species,Campanulaceae,Lobelia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lobelia.cardinalis,Campanulaceae,7.8,0.092747779,2,NA,NA,NA,NA,"Deciduous forest, 1982",Devlin & Stephenson (1985). Amer. J. Bot. 72: 303-310.,NA,NA,NA,Aug-Sep.,NA,NA,NA,marcoshighquality marcoshighquality,7.8,Lobelia cardinalis,NA,NA,Lobelia cardinalis,species,Campanulaceae,Lobelia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lobelia.laxiflora,Campanulaceae,5,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,5,Lobelia laxiflora,NA,NA,Lobelia laxiflora,species,Campanulaceae,Lobelia,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lonicera.arborea,Caprifoliaceae,4,NA,NA,"Nava de las Correhuelas, P. N. Cazorla (Spain)",NA,NA,1615,NA,Jordano (1990). Anales Jard. Bot. Madrid 48: 31-52.,NA,SC Xen,1,Jun-Jul. Flower length as tube length in Table 1.,6,NA,NA,marcoshighquality,4,Lonicera arborea,NA,NA,Lonicera arborea,species,Caprifoliaceae,Lonicera,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lonicera.etrusca,Caprifoliaceae,3 to 4,NA,NA,"Cañada del Espino, P. N. Cazorla (Spain)",NA,NA,1350,NA,Jordano (1990). Anales Jard. Bot. Madrid 48: 31-52.,NA,SC Xen,1,Jun-Jul. Flower length as tube length in Table 1.,NA,NA,NA,marcoshighquality,3.5,Lonicera etrusca,NA,NA,Lonicera etrusca,species,Caprifoliaceae,Lonicera,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lonicera.etrusca,Caprifoliaceae,3,NA,NA,"2 sites at La Barosa, León (Spain)",NA,NA,500 to 550,Secondary scrubland in Q. rotundifolia forest,Guitián et al. (1993). Acta Oecol. 14: 219-227.,NA,SC Xen,1,Apr-May.,NA,NA,NA,marcoshighquality,3,Lonicera etrusca,NA,NA,Lonicera etrusca,species,Caprifoliaceae,Lonicera,actinomorphic zygomorphic,actinomorphic zygomorphic,zygomorphic
Lophocereus.schottii,Cactaceae,0.5,NA,NA,"Bahia Kino, Sonora (Mexico)",28.83333333,-112.0833333,200-450 m,Desert,Fleming & Holland (1998). Oecologia 114: 368-375.,NA,SI,0,Apr-Aug. Flower mass: 1.6 +- 0.1 g. Coordinates from Fleming et al. (1996). Flower diameter from Holland & Fleming (1999).,NA,NA,Nocturnal anthesis,marcoshighquality,0.5,Lophocereus schottii,NA,NA,Lophocereus schottii,species,Cactaceae,Lophocereus,NA,actinomorphic zygomorphic,actinomorphic
Lotus.corniculatus,Fabaceae,4.2,0.4,3,Mt. Olympos (Greece)-1993,40.06666667,22.45,2600 to 2750,Alpine meadow,Makrodimos et al. (2008). Flora 203: 449-468.,NA,NA,NA,Jun.,NA,NA,NA,marcoshighquality marcoscommunity,4.2,Lotus corniculatus,NA,NA,Lotus corniculatus,species,Fabaceae,Lotus,zygomorphic,actinomorphic zygomorphic,zygomorphic
Ludovia.lancifolia,Cyclanthaceae,2,NA,NA,Nourages NR (French Guyana),4.083333333,-52.68333333,NA,Tropical lowland forest,Teichert et al. (2018). Plant Syst Evol 304: 831-839.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality,2,Ludovia lancifolia,NA,NA,Ludovia lancifolia,species,Cyclanthaceae,Ludovia,NA,actinomorphic,actinomorphic
Luisia.teres,Orchidaceae,15.6,NA,1,Kumamoto University (Japan),NA,NA,NA,Greenhouse,Sugiura et al. (2021). Pl. Sp. Biol. 36: 52-59.,NA,SC Xen,1,Jun-Jul.,"Shorter, but unspecified",NA,NA,marcoshighquality,15.6,Luisia teres,NA,NA,Luisia teres,species,Orchidaceae,Luisia,NA,actinomorphic zygomorphic,zygomorphic
Lycianthes.synanthera,Solanaceae,1.8,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1400 to 1500,Moist forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,1.8,Lycianthes synanthera,NA,NA,Lycianthes synanthera,species,Solanaceae,Lycianthes,actinomorphic,actinomorphic zygomorphic,NA
Lyonia.ligustrina,Ericaceae,4,NA,1,"Great Swamp, Rhode Island (USA)",41.48333333,-71.53333333,NA,Marsh,Rathcke (1988). J. Ecol. 76: 975-994.,NA,SC Aut,NA,Jun-Jul. Median value provided (mode = 4).,NA,NA,NA,marcoshighquality,4,Lyonia ligustrina,NA,NA,Lyonia ligustrina,species,Ericaceae,Lyonia,actinomorphic,actinomorphic zygomorphic,NA
Machaerium.opacum,Fabaceae,1 to 2 d,NA,NA,"Rio Preto SP, Minas Gerais (Brazil)",-18.11777778,-43.345,800,Cerrado,Siqueira et al. (2018). Arthropod-Plant Interact. 12: 633-645.,NA,NA,NA,NA,NA,NA,Open at night,marcoshighquality,1.5,Machaerium opacum,NA,NA,Machaerium opacum,species,Fabaceae,Machaerium,zygomorphic,actinomorphic zygomorphic,NA
Magnolia.jardinensis,Magnoliaceae,2.083333333,NA,1,"Jardin, Antioquia (Colombia)",NA,NA,2000 to 2600,Tropical forest,Serna-González et al. (2022). Pl. Sp. Biol. 37: 20-37.,NA,NA,NA,All year round except Nov. Longevity calculated until the end of the male phase. Petals remain until 3 days after the end of the male phase.,NA,NA,Open at 16:00. Close 20 h between f and m phases.,marcoshighquality,2.083333333,Magnolia jardinensis,NA,NA,Magnolia jardinensis,species,Magnoliaceae,Magnolia,actinomorphic,actinomorphic,actinomorphic
Magnolia.yarumalensis,Magnoliaceae,1.020833333,NA,1,"Jardin, Antioquia (Colombia)",NA,NA,2000 to 2600,Tropical forest,Serna-González et al. (2022). Pl. Sp. Biol. 37: 20-37.,NA,NA,NA,All year round. Longevity calculated until the end of the male phase. Petals remain until several days after the end of the male phase.,NA,NA,Open at 7:30. Close 14 h between f and m phases.,marcoshighquality,1.020833333,Magnolia yarumalensis,NA,NA,Magnolia yarumalensis,species,Magnoliaceae,Magnolia,actinomorphic,actinomorphic,actinomorphic
Malcolmia.chia,Brassicaceae,6.6,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,6.6,Malcolmia chia,NA,NA,Malcolmia chia,species,Brassicaceae,Malcolmia,actinomorphic,actinomorphic zygomorphic,actinomorphic
Malpighia.glabra,Malpighiaceae,1,NA,0,Morant Point (Jamaica),17.91666667,-76.19166667,NA,Coastal scrub,Percival (1974). Biotropica 6: 104-129.,NA,NA,0,NA,NA,NA,NA,marcoshighquality marcoslowquality marcoscommunity,1,Malpighia glabra,NA,NA,Malpighia glabra,species,Malpighiaceae,Malpighia,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
Malva.sylvestris,Malvaceae,4,NA,1,Daphni (Greece),38,23.63333333,135 to 215,Phrygana (Mediterranean scrubland),Petanidou et al. (1995). Amer. J. Bot. 82: 607-620.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,4,Malva sylvestris,NA,NA,Malva sylvestris,species,Malvaceae,Malva,actinomorphic,actinomorphic zygomorphic,actinomorphic
Malvaviscus.palmatus,Campanulaceae,2,NA,1,"Monteverde, Cordillera de Tilaran (Costa Rica)",NA,NA,1500 to 1650,Cloud forest,Stratton (1989). Biotropica 21: 308-318.,NA,NA,NA,NA,NA,NA,NA,marcoshighquality marcoscommunity,2,Malvaviscus palmatus,NA,NA,Malvaviscus palmatus,species,Malvaceae,Malvaviscus,actinomorphic,actinomorphic zygomorphic,NA
Mammillaria.grahamii,Cactaceae,1.015957447,0.01,NA,"Tucson, Arizona (USA)",32.26666667,-111.0333333,720,Desert,Bowers (2002). Madroño 49: 201-206.,NA,SI,NA,Mar-Sep.,1.221830986,0.02,NA,marcoshighquality,1.015957447,Mammillaria grahamii,NA,NA,Cochemiea grahamii,species,Cactaceae,Cochemiea,NA,actinomorphic zygomorphic,actinomorphic
Mandevilla.tenuifolia,Apocynaceae,3 to 4,NA,NA,"RPPN Fazenda Almas, Paraiba (Brazil)",-7.479166667,-36.905,NA,Caatinga,de Araújo et al. (2014). Plant Biol. 16: 947-955.,NA,SC Xen,Little,Dec-Feb.,3 to 4,NA,NA,marcoshighquality,3.5,Mandevilla tenuifolia,NA,NA,Mandevilla tenuifolia,species,Apocynaceae,Mandevilla,actinomorphic,actinomorphic zygomorphic,actinomorphic
Maranthes.polyandra,Crhysobalanaceae,0.666666667,NA,1,Mole NP (Ghana),9.333333333,-1.833333333,NA,Savanna,Lack (1978). J. Ecol. 66: 287-295.,NA,NA,1,NA,NA,NA,Nocturnal anthesis (17:30 to 11:30),marcoshighquality,0.666666667,Maranthes polyandra,NA,NA,Maranthes polyandra,species,Chrysobalanaceae,Maranthes,actinomorphic zygomorphic,actinomorphic zygomorphic,actinomorphic
